"","text","page","method","year"
"82","        Bowery Savings Bank, Trustee.",NA,"hathi",1899
"83","        Knickerbocker Trust Co., Director.",NA,"hathi",1899
"84","         Tiffany & Co., Vice-President and Director.",NA,"hathi",1899
"85","COOK, EDMUND D., 123 Chambers Street.",NA,"hathi",1899
"86","        Stephen Ballard Publishing Co., Treasurer and Director.",NA,"hathi",1899
"87","COOK, FREDERICK, 192 Broadway.",NA,"hathi",1899
"88","         Corbin Investment Co., Treasurer and Director.",NA,"hathi",1899
"89","        Manhattan Beach Hotel and Land Co. (Limited), Director.",NA,"hathi",1899
"90","         N. Y. & Long Island Construction Co., Director.",NA,"hathi",1899
"91","        Real Estate Mortgage Co., Director.",NA,"hathi",1899
"92","COOK, GEORGE HARVEY, 50 Broadway.",NA,"hathi",1899
"93","        Brigantine Entertainment Co., President and Director.",NA,"hathi",1899
"94","         Brigantine Transportation Co., President and Director.",NA,"hathi",1899
"95","         Philadelphia & Brigantine R.R. Co., President and Director.",NA,"hathi",1899
"96","COOK, GEORGE R., 63 Reade Street.",NA,"hathi",1899
"97","         Empire Rubber Manufacturing Co., Treasurer and Director.",NA,"hathi",1899
"98","         Stephen Ballard Rubber Co., Director.",NA,"hathi",1899
"99","COOK, GILBERT S., 319 Greenwich Street.",NA,"hathi",1899
"100","         Bartlett Lamp Manufacturing Co., President and Director.",NA,"hathi",1899
"101","         G. S. Cook Co., President and Director.",NA,"hathi",1899
"102","COOK, HENRY A., 41 Wall Street.",NA,"hathi",1899
"103","         Cook Electric Co., Director.",NA,"hathi",1899
"104","COOK, HENRY F., 54 Maiden Lane.",NA,"hathi",1899
"105","         Alvin Manufacturing Co., Vice-President and Director.",NA,"hathi",1899
"106","         Brooklyn Watch Case Co.. The, Director.",NA,"hathi",1899
"107","         Fahys Watch Case Co., The, Treasurer and Director.",NA,"hathi",1899
"108","COOK, HENRY H., 100 Broadway.",NA,"hathi",1899
"109","         National Bank of North America, The, Director.",NA,"hathi",1899
"110","         State Trust Co., The, Vice-President and Trustee.",NA,"hathi",1899
"111","         Valley Farms Co., President and Director.",NA,"hathi",1899
"112","COOK, HOWARD M.. 146 Franklin Street.",NA,"hathi",1899
"113","         Cook & Bernhelmer Co., Treasurer and Director.",NA,"hathi",1899
"114","COOK, J. A., 188 Baltic Street, Brooklyn.",NA,"hathi",1899
"115","         Progressive Age Publishing Co., Director.",NA,"hathi",1899
"116","COOK, J. WALLIS, 126 Maiden Lane.",NA,"hathi",1899
"117","         Mascot Manufacturing Co., Secretary and Director.",NA,"hathi",1899
"118"," COOK, JOHN H., 119-121 West Twenty-third Street.",NA,"hathi",1899
"119","         G. W. Dillingham Co., President and Director.",NA,"hathi",1899
"120","COOK, LEWIS P., 114 East Fourteenth Street.",NA,"hathi",1899
"121","         J. F. Fradley & Co., Secretary and Director.",NA,"hathi",1899
"122","",NA,"hathi",1899
"123","102           THE AUDIT COMPANY OF NEW YORK.",NA,"hathi",1899
"124","COOK,   MARTIN R.,    144   Franklin   Street.",NA,"hathi",1899
"125","         Congress Brewing Co. (Limited), Director.",NA,"hathi",1899
"126","         Cook & Bernheimer Co., President and Director.",NA,"hathi",1899
"127","COOK,   ROBERT A., 66 Maiden Lane.",NA,"hathi",1899
"128","         Standard Silica Cement Co., Director.",NA,"hathi",1899
"129","COOK, SENIOR S., 41 Wall Street.",NA,"hathi",1899
"130","        Cook Electric Co., President and Director.",NA,"hathi",1899
"131","COOK, STEPHEN G., 56 Sixth Avenue.",NA,"hathi",1899
"132","       West Side Savings Bank, President and Trustee.",NA,"hathi",1899
"133","COOK, WILLIAM H., 137 West Twenty-third Street.",NA,"hathi",1899
"134","       N. Y. Litho-Process Co., Director.",NA,"hathi",1899
"135","COOKE, ABRAM, 234 Powers Street, Brooklyn.",NA,"hathi",1899
"136","       Williamsburgh Savings Bank, Brooklyn, Trustee.",NA,"hathi",1899
"137","COOKE, CHARLES S., 147 Chambers Street.",NA,"hathi",1899
"138","       Cooke & Cobb Co., Secretary and Director.",NA,"hathi",1899
"139","COOKE, ERNEST W., 40 Wall Street.",NA,"hathi",1899
"140","       International Hydraulic Co., Director.",NA,"hathi",1899
"141","        Jacques Cartier Water Power Co., Director.",NA,"hathi",1899
"142","COOKE, HENRY D., 160 Broadway.",NA,"hathi",1899
"143","       General Compressed Air Co., The. Director.",NA,"hathi",1899
"144","       N. J. Mutoscope Co., Vice-President and Director.",NA,"hathi",1899
"145","COOKE, LEE, 231 Broadway.",NA,"hathi",1899
"146","       Standard Ore Reduction Co., Treasurer and Director.",NA,"hathi",1899
"147","       Wesley Manufacturing Co., President and Director.",NA,"hathi",1899
"148","COOKE, RICHARD F., 214 William Street.",NA,"hathi",1899
"149","        J. E. Linde Paper Co., Vice-President, Secretary and Director.",NA,"hathi",1899
"150","COOKE, RICHARD K., 77 East Eighty-second Street.",NA,"hathi",1899
"151","       Mulhern Steam Heating Co., Treasurer and Director.",NA,"hathi",1899
"152","COOKE, WATTS, 45 Broadway.",NA,"hathi",1899
"153","        Passaic Rolling Mill Co., President and Director.",NA,"hathi",1899
"154","COOKE, WILLIAM A., 147 Chambers Street.",NA,"hathi",1899
"155","       Cooke & Cobb Co., President and Director.",NA,"hathi",1899
"156","COOKINGHAM,      EUGENE,       157   Franklin    Street.",NA,"hathi",1899
"157","         Crandall'& Godley Co., The, Vice-President, Treasurer and Director.",NA,"hathi",1899
"158","COOLBAUGH, FRANK W., 256 Broadway.",NA,"hathi",1899
"159","        Sterling Worth Railway Supply Co., President and Director.",NA,"hathi",1899
"160","COOLIDGE, DANIEL, 71 Broadway.",NA,"hathi",1899
"161","        Manaos Railway Co., President and Director.",NA,"hathi",1899
"162","COOLIDGE, T. JEFFERSON, JR., Boston.",NA,"hathi",1899
"163","        American Bell Telephone Co., Director.",NA,"hathi",1899
"164","        Audit Co. of N. Y., The, Member of the Advisory Committee.",NA,"hathi",1899
"165","        Boston Elevated Railway Co., Director.",NA,"hathi",1899
"166","        General Electric Co., Director.",NA,"hathi",1899
"167","        National Bank of Commerce, Boston, Director.",NA,"hathi",1899
"168","        Old Colony Trust Co., Boston, President and Director.",NA,"hathi",1899
"169","        Oregon Short Line R.R. Co., Vice-President and Director.",NA,"hathi",1899
"170","        Pacific Coast Co., Director.",NA,"hathi",1899
"171","        Planters' Compress Co., Director.",NA,"hathi",1899
"172","        Union Fruit Co., Director.",NA,"hathi",1899
"173","        Union Pacific R.R. Co.. Director.",NA,"hathi",1899
"174","COOLRIDGE, ERWIN L., 512 West Forty-first Street.",NA,"hathi",1899
"175","        Katahdin Book Co., President and Director.",NA,"hathi",1899
"176","COOMBE, H. BERNARD. 14 Clifton Place, Brooklyn.",NA,"hathi",1899
"177","        Leibinger Brewing Co., Secretary and Director.",NA,"hathi",1899
"178","        People's Bank, Brooklyn, Cashier and Director.",NA,"hathi",1899
"179","COOMBS, WILLIAM ,T., 198 Montague Street, Brooklyn.",NA,"hathi",1899
"180","        Flint, Eddy & Co., Director.",NA,"hathi",1899
"181","        Manufacturers' Trust Co., Brooklyn, President and Director.",NA,"hathi",1899
"182","        Mechanical Rubber Co., Director.",NA,"hathi",1899
"183","COOMES, HENRY M., 111 Fifth Avenue.",NA,"hathi",1899
"184","        William R. Pitt, Composite Iron Works, Treasurer and Director.",NA,"hathi",1899
"185","",NA,"hathi",1899
"186","                      DIRECTORY OF DIRECTORS.                              UKi",NA,"hathi",1899
"187","",NA,"hathi",1899
"188","COON,   J. EDGAR,   10 Chambers Street.",NA,"hathi",1899
"189","        Tide Water Pipe Co., Treasurer and Director.",NA,"hathi",1899
"190","        VV. *fc J. Tiebout, Treasurer and Director.",NA,"hathi",1899
"191","COON, JOHN, 49 Warren Street.",NA,"hathi",1899
"192","        Waterbury Rubber Co., Director.",NA,"hathi",1899
"193","CCONEY, DANIEL. F., 8S Washington Street.",NA,"hathi",1899
"194","        Riverdale Park Co., Director.",NA,"hathi",1899
"195","COONEY, JOSEPH M., 31 Union Square, North.",NA,"hathi",1899
"196","        Carpet and Upholstery Association, Treasurer and Director.",NA,"hathi",1899
"197","        Review Publishing Co., Director.",NA,"hathi",1899
"198","COONEY, PATRICK, 203 Broadway.",NA,"hathi",1899
"199","        Dittman Powder & Chemical Co., Director.",NA,"hathi",1899
"200","COONEY, WILLIAM J., 184 West Fourth Street.",NA,"hathi",1899
"201","        Carpet and Upholstery Association, Director.",NA,"hathi",1899
"202","COOPER, CHARLES, 100 Broadway.",NA,"hathi",1899
"203","        Brevoort Savings Bank, Brooklyn, Trustee.",NA,"hathi",1899
"204","        Hamilton Trust Co., Brooklyn, Trustee.",NA,"hathi",1899
"205","        Hudson Light and Power and Raiiroad Co., President and Director.",NA,"hathi",1899
"206","        Kiint^s County Electric Light and Power Co., Director.",NA,"hathi",1899
"207","COOPER. CHARLES W., 113 East Twenty-first Street.",NA,"hathi",1899
"208","        Peter Cooper's Glue Factory, Director.",NA,"hathi",1899
"209","        Willlamsburgh Savings Bank, The, Trustee.",NA,"hathi",1899
"210","COOPER, EDWARD, 13 Burling Slip.",NA,"hathi",1899
"211","        Chrysolite Silver Mining Co., Director.",NA,"hathi",1899
"212","        N. J. Steel and Iron Co., President and Director.",NA,"hathi",1899
"213","        Peter Cooper's Glue Factory, President and Director.",NA,"hathi",1899
"214","        U. S. Trust Co., Trustee.",NA,"hathi",1899
"215","COOPER. FRANK H., 291 Sixth Avenue.",NA,"hathi",1899
"216","        Slegel-Cooper Co., Vice-President and Director.",NA,"hathi",1899
"217","COOPER, GEORGE B. F., SO Broadway.",NA,"hathi",1899
"218","        N. Y. Equipment Co., Director.",NA,"hathi",1899
"219","COOPER, H. D., 54 Worth Street.",NA,"hathi",1899
"220","        Union Selling Co., Director.",NA,"hathi",1899
"221","COOPER, JOSEPH M., 220 Broadway.",NA,"hathi",1899
"222","        Maintenance Co., Secretary and Director.",NA,"hathi",1899
"223","COOPER, THOMAS S., 107-109 Broadway, Brooklyn.",NA,"hathi",1899
"224","        Manufacturers' National Bank, Brooklyn, Director.",NA,"hathi",1899
"225","COOPER, W. H., 294 Sixth Avenue.",NA,"hathi",1899
"226","        Slegel-Cooper Co., Director.",NA,"hathi",1899
"227","COPELAND, H. C. 962 Eighth Avenue.",NA,"hathi",1899
"228","        Riverside Bank. President and Director.",NA,"hathi",1899
"229","COPPELL, ARTHUR, 24 Exchange Place.",NA,"hathi",1899
"230","        Denver & Rio Grande R.R. Co., Director.",NA,"hathi",1899
"231","        Rio Grande Southern R.R. Co., Director.",NA,"hathi",1899
"232","COPPELL, GEORGE, 24 Exchange Place.",NA,"hathi",1899
"233","        American Car & Foundry Co., Director.",NA,"hathi",1899
"234","        Atlantic Mutual Insurance Co., The. Trustee.                    ■",NA,"hathi",1899
"235","        Audit Company of New York, The, Director.",NA,"hathi",1899
"236","        Chicago, Winconsin & Minnesota Railway Co., President and Director.",NA,"hathi",1899
"237","        Denver & Rio Grande Raiiroad Co., Chairman of the Board of Directors.",NA,"hathi",1899
"238","        Denver Consolidated Ga.3 Co., The, Vice-President and Director.",NA,"hathi",1899
"239","        Denver Union Water Co., The, Director.",NA,"hathi",1899
"240","        Equitable Securities Co., The, Director.",NA,"hathi",1899
"241","        McKenna Steel Working Co., of Joliet, 11l., The, Vice-President and Di",NA,"hathi",1899
"242","            rector.",NA,"hathi",1899
"243","        Mercantile Trust Co., Director.",NA,"hathi",1899
"244","        Metropolitan Trust Co., Trustee.",NA,"hathi",1899
"245","        Norfolk & Western Railway Co., The, Director.",NA,"hathi",1899
"246","        Railway Equipment Co., of Minnesota, The, President and Director.",NA,"hathi",1899
"247","        Rio Grande Southern Raiiroad Co., The, Vice-President and Director.",NA,"hathi",1899
"248","                                     [Continued.]",NA,"hathi",1899
"249","",NA,"hathi",1899
"250","104          THE AUDIT COMPANY OF NEW YORK,",NA,"hathi",1899
"251","        United States Guarantee Co., of New York, The, Second Vice-President and",NA,"hathi",1899
"252","            Director.",NA,"hathi",1899
"253","        Wisconsin Central Railway Co., Chairman of the Board of Directors.",NA,"hathi",1899
"254","        Wisconsin Central R.R. Co., President and Director.",NA,"hathi",1899
"255","CORBETT, OTIS, 430 East Twenty-third Street.",NA,"hathi",1899
"256","         Aimone Manufacturing Co., Treasurer and Director.",NA,"hathi",1899
"257","CORBIN, AUSTIN, JR., 192 Broadway.",NA,"hathi",1899
"258","         Atlantic Brass Co., President and Director.",NA,"hathi",1899
"259","         Hilliker Co. of N. Y., The, Director.",NA,"hathi",1899
"260","        Manhattan Beach Co., Vice-President and Director.",NA,"hathi",1899
"261","        Manhattan Beach Hotel & Land Co. (Limited), Vice-President       and Di",NA,"hathi",1899
"262","            rector.",NA,"hathi",1899
"263","        Marginal R.R. Co., Director.",NA,"hathi",1899
"264","        N. Y., Brooklyn & Manhattan Beach R.R. Co., Vice-President and Director.",NA,"hathi",1899
"265","        Real Estate Mortgage Co., President and Director.",NA,"hathi",1899
"266","        Rockaway Park Improvement Co., President and Director.",NA,"hathi",1899
"267","        Sunny Side Co., Vice-President and Director.",NA,"hathi",1899
"268","CORBIN, WILLIAM H., 100 Broadway.",NA,"hathi",1899
"269","        First National Bank of Jersey City, Director.",NA,"hathi",1899
"270","        Morris Canal & Banking Co., Director.",NA,"hathi",1899
"271","        New Jersey Title Guarantee and Trust Co., Director.",NA,"hathi",1899
"272","        New York Parcel Dispatch Co., Director.",NA,"hathi",1899
"273","        New York, Susquehanna & Western R.R. Co., Director.",NA,"hathi",1899
"274","CORDES, CHARLES H., 56 West Street.",NA,"hathi",1899
"275","        Salvator Brewing Co., Treasurer and Director.",NA,"hathi",1899
"276","CORDES, HERMAN, 2272 Third Avenue.",NA,"hathi",1899
"277","        United Confectioners' Association, Director. ■",NA,"hathi",1899
"278","CORDES, JOHN F., 875 Eighth Avenue.",NA,"hathi",1899
"279","        United Confectioners' Association, Director.",NA,"hathi",1899
"280","CORDIER, AUGUSTE J.,    19   Cliff   Street.",NA,"hathi",1899
"281","        Lalance & Grosjean Manufacturing Co., Director.",NA,"hathi",1899
"282","CORDTS, E. D., 234 Broadway.",NA,"hathi",1899
"283","        N. Y. Savings Bank, Trustee.",NA,"hathi",1899
"284","CORMACK, JOHN A., Produce Exchange Building.",NA,"hathi",1899
"285","        Best Electric Light Co., Director.",NA,"hathi",1899
"286","        Consolidated Lake and Canal Co., Director.",NA,"hathi",1899
"287","        Maritime Exchange, Director.",NA,"hathi",1899
"288","CORN, HENRY, 170 Fifth Avenue.",NA,"hathi",1899
"289","        Mechanics' and Traders' Bank, Director.",NA,"hathi",1899
"290","CORNELL, ALONZO B., 195 Broadway.",NA,"hathi",1899
"291","        American Railway Electric Light Co., Vice-President and Director.",NA,"hathi",1899
"292","        Industrial Development Co., Director.",NA,"hathi",1899
"293","        Western Union Telegraph Co., Director.",NA,"hathi",1899
"294","CORNELL, CHARLES G., 44 Broadway .",NA,"hathi",1899
"295","        Flemiington Coal and Coke Co., Treasurer and Director.",NA,"hathi",1899
"296","CORNELL, J. M., 143 Centre Street.",NA,"hathi",1899
"297","       'New York Real Estate Association, The, Director.",NA,"hathi",1899
"298","CORNELL. JOHN M., 143 Centre Street.",NA,"hathi",1899
"299","        Deer Hill Co. (Limited). Director.",NA,"hathi",1899
"300","CORNELL. PETER G., Pier 46 (New), North River.",NA,"hathi",1899
"301","        Citizens' Steamboat Co., Treasurer and Director.",NA,"hathi",1899
"302","        Keyport Steamboat Co., President and Director.",NA,"hathi",1899
"303","        New Brunswick, Amboy & N.Y. Steamboat Co., President and Director.",NA,"hathi",1899
"304","        N. Y. & Keyport Transportation Co., President and Director.",NA,"hathi",1899
"305","CORNELL, RUSSELL R., 160 Franklin Street.",NA,"hathi",1899
"306","        Metropolitan Plate Glass Insurance Co., Director.",NA,"hathi",1899
"307","CORNELL, SAMUEL J., Pier 46 (New), North River.",NA,"hathi",1899
"308","        Citizens' Steamboat Co., Director.",NA,"hathi",1899
"309","        Keyport Steamboat Co., Vice-President and Director,",NA,"hathi",1899
"310","                                    [Continued.]",NA,"hathi",1899
"311","",NA,"hathi",1899
"312","                      DIRECTORY        OF DIRECTORS.                        105",NA,"hathi",1899
"313","",NA,"hathi",1899
"314","        New Brunswick, Amboy & N. Y. Steamboat Co., Vice-President       and Di",NA,"hathi",1899
"315","            rector.",NA,"hathi",1899
"316","        N. Y. & Keyport Transportation Co., Director.",NA,"hathi",1899
"317","CORNING. F. G., 35 Wall Street",NA,"hathi",1899
"318","        Exploration Syndicate, The, President and Director.",NA,"hathi",1899
"319","        Guanajuato Consolidated Mining and Milling Co.. President and Director.",NA,"hathi",1899
"320","        San Cristobal Gold Mines Co., The, President and Director.",NA,"hathi",1899
"321","        Zacatecas Gold Mines Co., The, President and Director.",NA,"hathi",1899
"322","CORNISH, L. H.. 18 Rose Street.",NA,"hathi",1899
"323","         Spirit of '76 Publishing Co., Secretary, Manager and Director.",NA,"hathi",1899
"324","CORNISH, W. D., 120 Broadway.",NA,"hathi",1899
"325","        Oregon Short Line R.R. Co., President and Director.",NA,"hathi",1899
"326","CORNWALL, EDWIN F., 1181 Broadway.",NA,"hathi",1899
"327","        Cornwall, Beebe & Co., President and Director.",NA,"hathi",1899
"328","CORRIGAN, MICHAEL A., 452 Madison Avenue.",NA,"hathi",1899
"329","         Trustees of St. Patrick's Cathedral, President of the Board.",NA,"hathi",1899
"330","CORSA, ANDREW J., 200 Montague Street, Brooklyn.",NA,"hathi",1899
"331","        Columbia Mutual Building and Loan Association, Director.",NA,"hathi",1899
"332","CORSON, HENRY C, 66 Reade Street.",NA,"hathi",1899
"333","        B. F. Goodrich Co., Director.",NA,"hathi",1899
"334","        Columbia Rubber Works Co., Director",NA,"hathi",1899
"335","CORTISS, HARRY W., 18 Cortlandt Street.",NA,"hathi",1899
"336","        Grand Conservatory of Music of the City of New York. Director.",NA,"hathi",1899
"337","CORWIN. CHARLES, 154 Nassau Street, Brooklyn.",NA,"hathi",1899
"338","        Long Island Safe Deposit Co., Brooklyn, Director.",NA,"hathi",1899
"339","        Metropolitan Plate Glass Insurance Co., Director.",NA,"hathi",1899
"340","        U. S. Fire Insurance Co., Director.",NA,"hathi",1899
"341","CORWIN, CLARENCE C, 66 Beaver Street.",NA,"hathi",1899
"342","        Pelham Park R.R. Co., Secretary, Treasurer and Director.",NA,"hathi",1899
"343","CORWIN, F. H., Woodhaven. L. I.",NA,"hathi",1899
"344","        Jamaica Ice and Cold Storage Co., Director.",NA,"hathi",1899
"345","        Suburban Electric Light Co., of Woodhaven, Treasurer and Director.",NA,"hathi",1899
"346","        Woodhaven Bank, The, Vice-President and Director.",NA,"hathi",1899
"347","CORWIN, FRANK L., 108 Wall Street.",NA,"hathi",1899
"348","       Feigel Car Co., Secretary and Director.",NA,"hathi",1899
"349","CORWITH, W. F., 851 Manhattan Avenue, Brooklyn.",NA,"hathi",1899
"350","        Seventeenth Ward Bank, Brooklyn, Director.",NA,"hathi",1899
"351","COSTELLO, PATRICK C, 150 Nassau Street.",NA,"hathi",1899
"352","        U. S. Leather Co., The, Director.",NA,"hathi",1899
"353","COSTER, CHARLES H., 23 Wall Street.",NA,"hathi",1899
"354","       Alabama Great Southern R.R. Co., Director.",NA,"hathi",1899
"355","       Asheville & Spartanburg Railway, Director.",NA,"hathi",1899
"356","         Buffalo & Lockport Railway, Director.",NA,"hathi",1899
"357","        Buffalo & Niagara Falls Electric Railway, Director.",NA,"hathi",1899
"358","        Buffalo Creek R.R. Co., President and Director.",NA,"hathi",1899
"359","         Buffalo Railway Co., Director.",NA,"hathi",1899
"360","        Chesapeake & Ohio Railway Co., Director.",NA,"hathi",1899
"361","        Chicago & Erie R.R., Director.",NA,"hathi",1899
"362","        Chicago, Indianapolis & Louisville R.R., Director.",NA,"hathi",1899
"363","        Chicago, Milwaukee & St. Paul R.R. Co., Director.",NA,"hathi",1899
"364","       Clifton Suspension Bridge Railway, Director.",NA,"hathi",1899
"365","        Detroit & Mackinac Railway Co., Director.",NA,"hathi",1899
"366","        Edison Electric 11luminating Co.. The, Director.",NA,"hathi",1899
"367","        Eigin, Jollet & Eastern Railway Co., of Boston, Director.",NA,"hathi",1899
"368","        Erie R.R. Co., Director.",NA,"hathi",1899
"369","        General Electric Co., Director.",NA,"hathi",1899
"370","        Hocking Valley Railway Co., Director.",NA,"hathi",1899
"371","         International Traction Co., Director.",NA,"hathi",1899
"372","        Lehigh Valley Coal Co., Director.",NA,"hathi",1899
"373","        Lehigh Valley R.R, Co., Director.",NA,"hathi",1899
"374","                                    [Continued.]",NA,"hathi",1899
"375","",NA,"hathi",1899
"376","100          THE AUDIT COMPANY OF NEW YORK.",NA,"hathi",1899
"377","          Lehigh Valley Transportation Co., Director.",NA,"hathi",1899
"378","           Lewiston Connecting Bridge Co., Director.",NA,"hathi",1899
"379","          N. Y., Susquehanna & Western R.R. Co., Director.",NA,"hathi",1899
"380","          Niagara Falls & Suspension Bridge Railway, Director.",NA,"hathi",1899
"381","          Niagara Falls Park & River Railway Co.. Director.",NA,"hathi",1899
"382","          Niagara Falls Suspension Bridge Co., Director.",NA,"hathi",1899
"383","          North British Mercantile Insurance Co. of London and Edinburgh, G",NA,"hathi",1899
"384","             The, Director.",NA,"hathi",1899
"385","         North British Mercantile Insurance Co. of N. Y., Director.",NA,"hathi",1899
"386","         Northern Pacific & Manitoba Railway Co., Director.",NA,"hathi",1899
"387","         Northern Pacific Express Co., Director.",NA,"hathi",1899
"388","         Northern Pacific Railway Co., Director.",NA,"hathi",1899
"389","         Northern R.R. of N. J., Director.",NA,"hathi",1899
"390","         Philadelphia & Reading Coal & Iron Co., Director.",NA,"hathi",1899
"391","          Philadelphia & Reading Railway Co., Member of Board of Managers.",NA,"hathi",1899
"392","          Queenston Heights Bridge Co., Director.",NA,"hathi",1899
"393","         Reading Co., Director.",NA,"hathi",1899
"394","         St. Paul & Northern Pacific Railway Co., Director.",NA,"hathi",1899
"395","         Seattle & International Railway Co., Director.",NA,"hathi",1899
"396","          South Carolina & Georgia Railway Co., Director.",NA,"hathi",1899
"397","         Southern Railway Co., Director.",NA,"hathi",1899
